userid,mtime,rating_star,comment
88731124,03/04/2021 16:10,5,Son mùi kiểu chocomint. Đánh trực tiếp hơi rát rát môi. Màu tạm đc
304677554,30/03/2021 10:34,5,"Đóng gói hàng kĩ, sản phẩm đẹp. Tuy nhiên do hàng nội địa Trung nên thời gian giao khá lâu."
152458697,29/03/2021 14:19,5,"màu thì trong suốt thui nên đánh lên son nào cũng được, màu khong có nhũ nhưng lên màu khá đẹp, ưng nhất là màu cats eye nha mng oi màu này lên đẹp và khá nhiều nhũ, nói chung là rất ưng"
111818252,20/03/2021 19:03,5,"không ngờ là packaging lại xinh xẻo thế này, satch thử son ra tay thấy khá mềm, k bị vón cục, chưa test thử lên môi xem độ bám thế nào. eyeliner thấy mềm chắc kẻ sẽ oke. nchung giá này thì k expect gì hơn okelah phết"
25120500,28/03/2021 23:00,5,"Giao hàng nhanh, chất son hơi dính, nhưng lên môi xinh cực."
33086725,31/03/2021 01:40,4,"Màu lên môi cũng tạm, bao bì đẹp, chắc chắn vs giá này là quá rẻ ko mong đợi nhiều"
83113007,30/03/2021 16:04,5,Aaa.chim ưng.chim di.
142018671,29/03/2021 12:13,5,Màu thứ ở trên xuống đó mng màu siêu yêu nha. Nên mua nha mng ơii.
354182082,01/04/2021 12:37,5,Giao hàng nhanh. Chất phấn mịn. Son thơm mùi trái cây. Giao đủ số lượng
50395877,30/03/2021 14:43,3,"Chất son như kèohồ cảm giác bết dính, sẽ trôi sau khi ăn uống, mình không đánh giá cao về son này lắm nói chung cũng tạm"
6664994,27/03/2021 17:44,5,Vỏ đẹo lắm mà chất hơi bị dính. Mùi thơm rất nhẹ dễ chịu mỗi chất dính quá ko tk lắm
368931213,02/04/2021 18:12,5,Ảnh và videoo chỉ mang tinh chât minh hoa
31144966,30/03/2021 08:32,5,Hình anh mang tinh chat lay xuu. Son xinhh màu okk
313056681,29/03/2021 14:25,5,"Shop giao đủ đúng, hơi lâu, son dưỡng mềm mịn bóng nhẹ thơm ngọt dễ chịu, son màu bé tẹo teo nhưng màu xinh, khá mịn, không gây khô môi, giá ok, sẽ ủng hộ shop trong tương lai"
55508161,28/03/2021 09:47,5,Son bóng màu k giống nhìn lắm. Packaging ok. Xinh. Giá rẻ nên thấy ok.
363647117,21/03/2021 13:08,5,"Son siêuu xinhh lại còn rẻ nữaa. Son tint thì rất đẹp rồi bạn có thể dùng làm son đi học hoặc đánh má hồng cũng rất được nhaa, còn về phần son kia thì hơi khô đúng như tên gọi của nó vậyy bao bì hay giá cả cũng ổn áp phết nha. Ngoại trừ son kia hơi khô thôii. Giao hàng trước ngày nhaa"
10792762,25/03/2021 23:07,5,"Thỏi là đỏ nâu, đỏ hơi ánh hồng nha các mợ. Mua đến thỏi thứ rồi son mùi bạc hà man mát, hôm nào rảnh lại mua thêm màu nữa. Bảng màu mới xinh hơn"
342848995,02/04/2021 11:35,1,Nhìn vỏ ngoài rất sịn sò. Nhưng son bên trong khiến mk rất thất vọng. Sẽ không bo mua lại sản phẩm bên shop
59742778,29/03/2021 16:25,5,Giao hàng nhanhh. Chất lượng sản phẩm tốtt. Sẽ ủng hộ thêm
8700205,29/03/2021 14:53,5,"Màu đẹp, giá rẻ dễ sợ, son lên môi bóng và có mùi bạc hà dễ chịu lắm"
57510857,04/05/2021 19:15,5,"Điều mình thích nhất là son thơm mùi đào, thơm lắm luôn ý.Son dính, dính hơn cả vaseline nữa nhưng mà mk thấy ok, với đứa môi khô như mình thì hoàn toàn phù hợp, ai không quen dính thì ko nên mua nhé"
