userid,mtime,rating_star,comment
71559158,26/12/2020 11:28,5,DhshigdgiggyhudauoegvngsyhgxhgahbchkđghdgvxgbvbdshrsuidyịhkvxvnkrauogshxksgkagigxSkv
69624258,20/12/2020 15:55,5,drkdrkcnkddnshdkgosqnandcxnsgogkssndkco
48678778,09/12/2020 09:49,5,"Son môi rẻ, chất lượng oki nhưng không thích mùi của son, hơi khó chịu nếu không có mùi sẽ tốt hơn"
122385696,24/12/2020 21:46,5,Giao đầy đủ và chất lượng đáng mua nha mnnmm
23951899,21/12/2020 16:08,5,"Shop chuẩn bị hàng nhanh, đóng gói cẩn thận kĩ càng. Son cầm chắc chắn. Chất lượng sản phẩm tốt"
252478155,29/12/2020 17:27,5,"Giao hàng khoảng ngày. Nói chung hàng đẹp, bị nghiện nên mua quài. Giao đúng mẫu, đúng màu, đúng loại. Cho shop nhé"
109558874,17/10/2020 16:01,5,"The color test on hand as great but it in my lips as not that good, the color as not distributed evenly on the lips and very revealing lip lines. the other is so good màu test lên môi bị xấu nha mọi nhười ơi màu ko đều tí nào hết"
80654189,18/11/2020 22:26,4,"Son dính lắm, mùi hàng nồng nhưng mình thấy vẫn ok, nch tiền nào của đó k đòi hỏi gì nhiều nên cũng ok"
117810485,28/12/2020 09:10,5,"Hàng về hơi chậm tí nhưng mà dùng rất okela, thơm, nhm hơi bé, cx đáng tiền. Anh shipper siêu cute ạ"
83053075,20/12/2020 10:48,5,Cái nào cũng ưng hết trơn. Xinh xĩuu
321280829,30/12/2020 17:56,5,"Đóng gói chắc chắn, son đánh lên có ảnh hưởng đến màu son cũ."
169466568,24/10/2020 12:14,5,Ui a hàng rất là xinhh nha. Son rất là xinh và thơm như kẹo vậy á. Quá là ưng luôn. Sr shop vì mình ngại chụp ảnh quá hịc
209031560,10/12/2020 15:04,5,"Vỏ đẹp, chất son khá dày, rẻ, hơi hồng cánh sen nói chung ổn"
136655744,12/12/2020 16:05,5,Đóng gói chắc chắn. Bao bì sản phẩm đẹp. Màu son dưỡng ánh sao thơm hơn mùi son lì có màu. Kẻ mắt khá xinh. So với giá thành thì chất lượng rất ok.
299405851,28/12/2020 12:52,5,"Chất son rất mịn, giá cả hợp lí. Tuyệt vời, hi vọng những sản phẩm khác của shop cũng như này."
232056984,23/12/2020 19:17,5,Dhhxieiagaiodovsohskkhdx đg hydgskaabbsvsvhskxabkbxnd
347144687,24/12/2020 21:37,5,Bestt. Mua vì Hoàng Thạch tadaa
81160603,20/12/2020 17:57,5,Màu ngoài rất nhạt nha mọi người nhue kiểu màu môi bợt luôn ý.
118517573,27/12/2020 18:59,5,Chưa xài thử nh mà chắc là okay hdisbhkhskxhkdnaxhddbdamms
