userid,mtime,rating_star,comment
87612768,17/10/2020 18:56,5,Bao bì đẹp. Đóng gói tốt. Đáng mua
327564999,05/11/2020 19:00,5,Son ổn. Tiền nào của nấy chất lượng cx ok
215615958,05/11/2020 17:34,5,Tôi rất thích sản phẩm này
288681540,29/10/2020 16:18,5,màu cũng ổn với giá này
291638236,21/11/2020 18:16,1,Màu mà lại ra màu hồng cánh sen son như gì thế
329517937,11/11/2020 07:03,5,Lên k chuẩn màu cho lắm nhưng cũng OK
304189439,11/11/2020 18:08,5,Sonn đẹp nhaa
312598584,22/10/2020 18:54,5,"Shop đóng gói đồ rất tốt, son dùng ổn."
306895776,14/09/2020 13:24,5,Màu khi lên môi có vẻ tươi hơn chút Giao hàng nhanh đóng gói cẩn thận đúng màu đã chọn
222960313,15/10/2020 16:59,5,Chất lượng phu hợp với giá tiền
164939957,08/11/2020 19:09,4,Màu hơi xẫm nhưng đẹp
274981236,06/11/2020 16:53,3,Màu son không giống bảng màu cho lắm
97298426,20/10/2020 17:48,5,màu đẹp lắm
306704753,03/10/2020 14:17,4,Sad story
312952036,19/10/2020 22:02,5,Son đẹp lên màu đẹp
255120060,19/09/2020 14:13,4,giao hơi lâu mà hàng siêu ưng ý luôn giá hợp lí nữa nên mua nha
244822841,06/07/2021 23:21,5,"Oi, đung la quai vat Van hoc, ke huy diet tu tu, tong tu lenh an du, chien than choi chu, riter god, chua te gieo van, tu truong nhan van, đai đoi truong trung đoan viet lach, no vipro thi sinh top Olympia, than thoai concept, huyen thoai"
41870595,23/06/2021 00:09,5,"TB Hãy cùng Bắc Giang vượt qua đại dịch Covid Mua đặc sản Vải thiều Bắc Giang trực tuyến, được doanh nghiệp bưu chính chuyển đến tận nhà trong đến giờ sau khi thu hoạch, khắp mọi miền Tổ quốc. Chi tiết tại httpvaithieu.mic.gov.vn"
84751903,08/06/2021 02:34,5,"Vid kh liên quan nhưng sản phẩm sài rất oke nhé mn, sẽ mua tiếp ạ"
64910398,16/06/2021 11:06,5,"Shop đóng gói hàng đầy đủ và cẩn thận, giao hàng siêu nhanh, sản phẩm tốt, sẽ ủng hộ shop thêm. Mình còn đc tặng kèm keo và đồ dũa nữa cảm ơn shop"
269092573,13/06/2021 14:35,5,Móng đẹp ạ. Nó hơi mềm vì mình vừa dán xong gãi ngữa cái bị gãy luôn. Nhưng mà vẫn nên mua nha mn. Hàng quốc tế nên ship lâu. Săn sale có k
35161446,29/05/2021 18:16,5,Móng đẹp lắm ạ mỗi tội tay ko đc khéo lắm nên dán toàn bị dính keo ra tay. Lần sau sẽ ủng hộ shop tiếp
172208296,24/06/2021 10:46,5,Đẹp nha hàng mẫu ngon nghẻ luôn Ảnh chỉ mang tính chất tượng chưng thôi
327212419,15/05/2021 08:41,5,". yes, the lipstick can be used but every time I take it out, it smears all o my lipstick, hen I put it on, its too much hile i it has a brush, it ill blend more easily because the tip o it has less lipstick than. I spend money to buy an intact lipstick, not buy it, its broken somehere, it c"
34577168,24/05/2021 01:29,3,"Trường hợp nghi ngờ nhiễm COVID tại TP Thủ Đức đã có kết quả dương tính với SARSCoV. Trường hợp nghi ngờ nhiễm tại TP Thủ Đức đã có kết quả xét nghiệm khẳng định dương tính với SARSCoV. Phân tích các yếu tố lâm sàng, kết quả xét nghiệm cho thấy nhiều khả năng trường hợp này mới nhiễm bện"
296399657,08/07/2021 07:13,5,Híhishupvsudviebddh ứuhu đón sudonkkebsnobsiondoiebibkdbdibdkbodbkpdbidknekpdbdkndkbdkđbéoónckpcncnôkabhưolbebodbhidbbodnbdbikbưvhdodbdvvdudbdbhdodkdnhehiodnvuddbdd
52166684,05/07/2021 21:37,5,"móng đẹp lắm lun á. Giao hàng khá nhanh, vid chỉ mang tính chất lấy xu"
7374932,27/04/2021 19:23,5,"Another day. ust stretching my eet and lying don, doesnt make my eyes close. Even hen I tightly shut my eyes, I sleep dreamlessly. Sharp intake o breaths henever I ake up rom my sleep. Momentary diiness. Meaningless day at the end o it is a repeat"
142819092,25/06/2021 20:15,5,"Thời gian giao hàng dự kiến cho sản phẩm này là từ ngày. Sản phẩm mới và chất lượng cao. Màu sắc Như hình ảnh hiển thị. Số lượng chiếc. Cách sử dụng móng tay giả. Đầu tiên, cắt tỉa móng tay và đánh bóng móng tay của bạn. Sơn keo vào mặt sau của đầu móng tay giả"
235791655,15/06/2021 12:04,5,rsotskrkr b. L hiiv ư ử g. Mnxhedsrksksltdltlskdlyx. mlclxktdlu
167335905,27/05/2021 12:21,5,chất lượng sản phẩm tuyệt vời đóng gói rất đẹp và chắc chắn nên mua ạ
212276316,02/07/2021 14:03,5,Ebndicdnixoneoapnsnxidndkxoosnnsnddndnenbebendndndskndxoxnepsmqnakpxnxnx
265758185,08/07/2021 17:53,5,ưng quá đi mất nhiều lần mua móng r nhưng lần đầu mua của shop mà ưng quá mê lắm luôn ấy đẹp lung linh rẻ mà đẹp quá trời chắc chắn sẽ mua lại
382252535,24/06/2021 15:43,5,"Móng xinhh mà giá rẻ, giao hàng hơi lâu chắc chắn sẽ ủng hộ shop"
43360281,23/06/2021 11:00,5,"Sản phẩm ok có vài cái quá to ý ạ, mà nói chung là ưng ạ."
14644011,06/07/2021 09:20,5,"Hàng chất lượng rất ok, rất đẹp,rất đáng tiền mọi người nên mua, giá thì quá rẻ và mỗi bộ sử dụng cả tuần hơn"
320121259,03/07/2021 22:34,5,Giao hàng khá lâu. Móng đẹp y hình nhưng mình tưởng màu tím và màu hồng bỏ riêng không ngờ nó nằm chung luôn
234068292,21/06/2021 16:25,5,hàng vế chậm hơn các shop khác huhu. móng màu sắc hơi khác. giao nhầm mẫu
188473621,08/07/2021 00:45,5,"Mua móng ở đây mấy lần rồi, móng xinh mà rẻ nữa. Có điều lần trước mua móng chân thì lại giao móng tay, chắc móng chân hay thiếu hàng chứ móng tay thì luôn đủ hàng. Nhắn shop có nói gửi vocher k nhưng thôi"
415989638,08/07/2021 15:43,5,Vừa mới nhận dc móng mà ưng lắm lun ý ạ lần đầu mua của shop cũng đọc bình luận với lại có nhiều lượt mua nên rất tin tưởng shop shop đóng gói hàng rất kĩ mình mua chỉ sợ shop giao thiếu hoặc là sai mẫu nma shop giao đầy đủ mà đúng mẫu mình đặt còn được tặng kèm thêm dũa móng nữa mọi người nên muaa
