userid,mtime,rating_star,comment
231342461,04/06/2021 14:55,5,"Son màu đẹp mùi thơm lắm, son dính lắmm"
331503026,17/05/2021 12:44,5,"Son siu xinh luôn ạ,đánh lên nhìn ưng lắm,nếu như mk ngửi k nhầm thì son cs mùi bạc hà"
26545908,10/05/2021 13:21,5,"Siêu xinh nha, vì là son bóng nên giữ cũng ko dc lâu nhưng rất ok nè, nên mua ạ"
331017131,01/05/2021 20:57,5,"Son và chất liệu tốt hơn mình mong đợi, son bóng mùi hơi nồng còn hai cây còn lại chất mà màu lẫn mùi rất ok"
104676806,27/05/2021 13:20,5,Oke thơm đẹp lắm đấy ạ đã vậy còn rẻ nữa nếu chung là tốt.
402459833,12/05/2021 16:49,5,"son siêu đẹp,siêu thích luôn ý, mua cũng khá rẻ, chỉ có k. nhưng khuyên các bạn nên tải laada về, mua trên ocallure ở lamall đơn hàng đầu được giảm k lận, nên mình mua son này ở trên laada chỉ có k thỏi siêu rẻ luôn"
443248762,23/06/2021 14:18,5,Giao.nhanh. Mùi thơm lắm luôn. Màu cũng đẹp nữa. Rất đáng tiền. Nên mua nha
212618810,28/05/2021 18:55,5,thề là cứ nghĩ với giá này thì son đểu thui k có hy vọng gì nhưng mà nhận đc son thì bất ngờ lắm nhaa son màu xinh cựcc chất son có hơi dính mùi bạc hà bôi k hề khô môi nha ưng lắmm
150098826,25/05/2021 11:59,5,"Màu hơi sến, nhưng mix với son khác thì cũng ok. Mùi bạc hà thơm dễ chịu nhưng hương liệu hơi nhiều, da nhạy cảm thì nên cân nhắc, chất son ổn, không khô môi."
261151789,08/07/2021 16:38,5,Bao bì bên ngoài thì rất đẹp luôn ạ nhưng mà son hơn dính í ạ nhưng với giá này thì cũng ổn rồi
54430893,07/06/2021 12:42,5,Giao hàng khá nhanh đóng gói cẩn thận khi bôi lên cảm giác rất dính màu lên k đẹp lắm mềm môi nói chung cũng ổn
189641644,22/05/2021 12:59,5,Nhũ mắt siêu xinh và chất lượng nhưng mọi người đừng mua son nhé như keo vậy á kinh lắm
57481717,25/05/2021 08:11,5,Chất lượng sản phẩm tuyệt với. Đóng gói sản phẩm cẩn thận. Giao hàng nhanh
293462420,17/06/2021 11:15,5,"Gói hàng kĩ, giao hàng nhanh, son đánh trên môi có cảm giác dính dinh. Nhưng với giá như vậy là ổn"
296189304,27/04/2021 12:35,5,Son có mùi kẹo và màu son khá đẹp nhưg son đẹp hơn nếu son cùg màu son lì cùg tone.
425892682,10/05/2021 23:33,5,sông chỗ ấy chỉ lúc đúng ngọ mới có mặt trời. Có vách đá thành chẹt lòng Sông Đà như một cái yết hầu. Đứng bên này bờ nhẹ tay ném hòn đá qua bên kia vách. Có quãng con nai con hổ đã có lần vọt từ bờ này sang bờ kia. Ngồi trong
106233812,14/05/2021 21:22,5,Hình ảnh không liên quan ạ nhưng son đẹp nhé
45270093,28/04/2021 17:54,5,Son cũng ổn cơ mà hơi rít ấy màu lên cx hơi nhạt nhưng mà giá như này thì xài ô kê la hình ảnh mang tính chất nhận xu thui
68672494,27/05/2021 23:03,3,"Không biết phải diễn tả về son như thế nào luôn ạ mẫu mã, đóng gói đẹp"
102193802,29/06/2021 18:11,5,Dhhdxsksidhbxnxskoervcnckkdoeoehsxnxbddndnxdhe
308599806,27/04/2021 12:59,4,"Son này dùng tốt lắm luôn í, đánh lên môi còn mát mát nữa, nhưng mùi hơi hôi nha"
335932511,22/04/2021 11:45,5,Chào buổi sáng Chúc cả nhà buổi sáng tràn đầy năng lượng và thành công nhé. Cường xin trân trọng gửi đến Quý ACE lời mời tham dự Big Event vào ngày Thứ. Sự kiện dành cho những khách hàng đã giao dịch hoặc đang quan tâm đến dự án căn hộ cao cấp La Partena do Khải Hoàn La
274835529,30/06/2021 15:02,5,"Son lên màu đẹp và chuẩn, mỗi tội mùi hơi hắc một chút,không lì, nhưng giá đó là ok rồi"
74527576,10/05/2021 15:48,5,Gói chắc chắn xinh xắn. Mua nhiều lần ở đây rồi huhu rẻ mà xài yên tâm lắm
182372700,17/05/2021 19:00,5,"Vỏ ngoài xinh xắn, giá rẻ, giao hàng nhanh, ảnh và video chỉ mang tính chất nhận xu."
355159277,06/06/2021 10:26,5,Hàng quốc tế nma giao nhanh cực sản phẩm xinh cực dùng ok lắm đóng gói siêu chắc chắn ncl ưng
79050235,23/06/2021 18:58,4,"Màu son dễ dùng, son bóng đẹp nhưng hơi nặng môi và hơi dính. Son có mùi choco mint rất thơm"
97622334,19/05/2021 09:24,5,"son xinh lắm á mọi người thơm nữaa lấp la lấp lánh quá là mê,săn đúng hồi sale nên rẻ như choo"
279470818,18/06/2021 01:25,5,Sản phẩm rất tốt rất đỉnh đáng để mua và đóng gói hàng rất tốt và có thể bảo vệ hàng nguyên vẹn
224066298,06/07/2021 20:31,5,"màu nhẹ hơn ảnh rất nhiều nhưng vẫn xinh, khá dính môi và dễ dây ra răng, mùi giống cao sao vàng lắm mng ơi"
389157532,03/06/2021 11:48,5,"Son lên môi siêu xinh, mùi bạc hà, đánh lên kiểu hơi dính dính xíu nhg mà xinh lắm"
160166802,22/05/2021 03:09,5,"Son đẹp nhưng mùi hơi hoá học, mút tán nền oke mỏng mịn tự nhiên"
28573433,14/06/2021 20:40,5,Itxitxigcihcoh lh khcitxurxirxi ig kh lhvovoycotxitxotcog oh lh
320885888,31/05/2021 12:41,5,"Mua lần thứ của shop rùi, hàng ưng, k có gì để chê cả đỉnh lun á."
286118676,30/05/2021 09:33,5,Ddb dđn dndd ddbd dđbdkddnd ddbd d d dnd dhdbđbdhdbdbd
301737384,03/06/2021 11:23,5,"Có mã vạch đàng hoàng. Màu thứ từ trên xuống, màu rất đẹp luôn íii"
272388843,11/05/2021 15:28,5,bao bì chắc chắn. giao đúng màu. son có mùi bạc hà thơm lắm ý ạ. satch lên tay thì hơi rít
293327840,25/05/2021 17:24,5,Son môi có mùi thơm như kẹo ấy nchung dùng mix với son mấy son khác thì ok lắm
